QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMLOC,NUMLOC_,LOCLODGX,LOCL_DGX,ALCMEALX,ALCM_ALX,ALCGROCX,ALCG_OCX,LOCADMSX,LOCA_MSX,FOODLCDL,FOOD_CDL,LODGLCDL,LODG_CDL,ENTRLCDL,ENTR_CDL,ELSELCDL,ELSE_CDL,QLCMLAX,QLCMLAX_,QLCGLAX,QLCGLAX_
20184,03891713,28,0,1,1,D,100,D,,A,50,D,,A,,A,,A,,A,,A,,A,150,D
20184,03893503,27,0,1,3,D,100,D,,A,,A,,A,,A,,A,,A,,A,60,D,,A
20184,03897093,30,0,1,1,D,108,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20184,03897373,41,0,1,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20184,03897583,28,0,1,1,D,136,D,1,G,1,G,15,G,,A,,A,,A,,A,21,G,5,G
20184,03898023,46,0,1,1,D,,A,20,D,,A,,A,,A,,A,,A,,A,180,D,,A
20184,03899383,41,0,1,1,D,209,D,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20184,03899693,21,0,1,3,D,1200,G,,A,,A,160,D,2,D,1,D,2,D,2,D,300,D,,A
20184,03900973,25,0,1,5,D,2134,G,228,G,152,G,444,G,,A,,A,,A,,A,1390,G,252,G
20184,03905753,29,0,1,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20184,03906463,49,0,1,1,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20184,03906623,37,0,1,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20184,03907613,55,0,1,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20184,03923153,45,0,1,5,D,1700,D,,A,,A,,A,,A,,A,,A,,A,114,D,,A
20184,03928073,33,0,1,10,D,458,G,55,G,26,G,199,G,,A,,A,,A,,A,585,G,77,G
20184,03929423,33,0,1,1,D,150,D,200,D,,A,,A,,A,,A,,A,,A,0,D,,A
20184,03931283,37,0,1,12,D,,A,,A,,A,1000,D,,A,,A,,A,,A,60,D,,A
20184,03945002,28,0,1,5,D,1521,G,165,G,,A,414,G,1,D,1,D,1,D,2,D,950,G,50,D
20184,03946412,18,0,1,1,D,138,D,,A,,A,,A,,A,,A,,A,,A,70,D,,A
20184,03952322,49,0,1,3,D,900,G,,A,,A,,A,2,D,1,D,2,D,2,D,,A,,A
20184,03952522,32,0,1,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,25,D,,A
20184,03953712,40,0,1,1,D,110,D,,A,,A,10,D,,A,,A,,A,,A,25,D,,A
20184,03965072,29,0,1,1,D,120,D,25,D,,A,,A,,A,,A,,A,,A,75,D,,A
20184,03967462,34,0,1,2,D,,A,100,D,,A,,A,,A,,A,,A,,A,100,D,,A
20184,03968822,57,0,1,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,100,D,12,D
20184,03970582,45,0,1,1,D,90,D,15,D,,A,,A,,A,,A,,A,,A,185,D,,A
20184,03971382,32,0,1,2,D,1000,G,,A,,A,,A,2,D,1,D,2,D,2,D,,A,,A
20184,03972042,20,0,1,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20184,03973682,34,0,1,1,D,296,D,,A,,A,,A,,A,,A,,A,,A,43,D,,A
20184,03974252,37,0,1,2,D,382,G,55,G,,A,,A,1,D,1,D,2,D,2,D,163,G,,A
20184,03974882,23,0,1,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20184,03989072,50,0,1,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20184,03991512,13,0,1,2,D,500,D,,A,,A,,A,,A,,A,,A,,A,200,D,,A
20184,04006921,29,0,1,2,D,254,G,35,G,40,D,,A,1,D,1,D,2,D,2,D,111,G,0,D
20184,04006921,30,0,1,1,D,200,D,20,D,,A,400,D,,A,,A,,A,,A,80,D,,A
20184,04007131,33,0,1,2,D,200,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20184,04008531,13,0,1,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20184,04009581,33,0,1,2,D,,A,,A,,A,50,D,,A,,A,,A,,A,200,D,25,D
20184,04010112,11,0,1,2,D,300,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20184,04012111,38,0,1,2,D,220,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20184,04012431,22,0,1,2,D,300,G,,A,,A,,A,2,D,1,D,2,D,2,D,75,D,,A
20184,04016201,38,0,1,1,D,165,D,,A,,A,30,D,,A,,A,,A,,A,60,D,,A
20184,04016721,32,0,1,3,D,650,D,75,D,,A,,A,,A,,A,,A,,A,275,D,,A
20184,04016771,54,0,1,14,D,,A,50,D,,A,,A,,A,,A,,A,,A,550,D,,A
20184,04034401,56,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20184,04034481,34,0,1,2,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20184,04034801,30,0,1,1,D,350,D,,A,200,D,,A,,A,,A,,A,,A,,A,0,D
20184,04036031,45,0,1,2,D,300,D,35,D,,A,,A,,A,,A,,A,,A,145,D,,A
20184,04036461,21,0,1,2,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20184,04036682,26,0,1,2,D,240,D,,A,,A,1100,D,,A,,A,,A,,A,110,D,,A
20184,04037931,26,0,1,2,D,249,G,37,G,,A,,A,1,D,1,D,2,D,2,D,99,G,,A
20184,04038301,20,0,1,3,D,400,D,,A,,A,75,D,,A,,A,,A,,A,200,D,,A
20184,04039301,61,0,1,2,D,220,D,,A,,A,,A,,A,,A,,A,,A,35,D,55,D
20184,04039551,17,0,1,4,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20184,04040141,41,0,1,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20184,04040751,16,0,1,1,D,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A
20184,04041511,34,0,1,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,60,D,,A
20184,04047361,14,0,1,1,D,150,D,,A,,A,50,D,,A,,A,,A,,A,25,F,,A
20191,03894884,49,0,1,1,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03895884,16,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D
20191,03897194,54,0,1,3,D,211,G,21,G,,A,,A,1,D,1,D,2,D,2,D,68,G,,A
20191,03898574,30,0,1,12,D,4126,G,676,G,,A,1717,G,1,D,1,D,1,D,2,D,1681,G,,A
20191,03900974,24,0,1,2,D,160,D,,A,20,D,,A,,A,,A,,A,,A,60,D,20,D
20191,03901354,42,0,1,2,D,400,D,100,D,,A,,A,,A,,A,,A,,A,300,D,,A
20191,03901924,33,0,1,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03904704,18,0,1,1,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03908544,32,0,1,1,D,,A,15,D,,A,,A,,A,,A,,A,,A,25,D,,A
20191,03910954,35,0,1,1,D,76,G,11,G,,A,,A,1,D,1,D,2,D,2,D,28,G,,A
20191,03912194,44,0,1,1,D,,A,40,D,,A,,A,,A,,A,,A,,A,160,D,,A
20191,03923724,28,0,1,12,D,720,D,,A,,A,,A,,A,,A,,A,,A,900,D,,A
20191,03925394,36,0,1,2,D,172,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20191,03928484,37,0,1,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20191,03929424,43,0,1,2,D,157,D,50,D,,A,,A,,A,,A,,A,,A,51,D,20,D
20191,03929424,44,0,1,2,D,153,D,39,D,,A,,A,,A,,A,,A,,A,0,D,,A
20191,03931284,48,0,1,2,D,400,D,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20191,03945293,48,0,1,1,D,157,D,100,D,,A,,A,,A,,A,,A,,A,240,D,,A
20191,03947023,42,0,1,1,D,76,G,11,G,,A,,A,1,D,1,D,2,D,2,D,63,G,,A
20191,03948943,32,0,1,1,D,155,G,19,G,,A,,A,1,D,1,D,2,D,2,D,86,G,,A
20191,03949513,30,0,1,4,D,140,D,,A,,A,97,D,,A,,A,,A,,A,80,D,,A
20191,03966103,59,0,1,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20191,03968563,55,0,1,3,D,120,D,,A,,A,,A,,A,,A,,A,,A,70,D,,A
20191,03968563,56,0,1,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20191,03969083,26,0,1,1,D,188,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03969453,26,0,1,2,D,,A,,A,,A,,A,1,D,1,D,1,D,2,D,30,D,,A
20191,03971363,16,0,1,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03975213,20,0,1,4,D,354,D,,A,,A,30,D,,A,,A,,A,,A,250,D,,A
20191,03987223,27,0,1,1,D,,A,,A,,A,,A,2,D,1,D,2,D,2,D,30,D,,A
20191,03987323,71,0,1,1,D,384,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20191,03988063,52,0,1,1,D,149,D,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20191,03989993,42,0,1,6,D,,A,200,D,,A,,A,,A,,A,,A,,A,800,D,,A
20191,03990903,29,0,1,10,D,3838,G,434,G,,A,,A,1,D,1,D,2,D,2,D,1057,G,,A
20191,03993823,38,0,1,2,D,136,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03994863,18,0,1,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,5,D,,A
20191,04006932,16,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20191,04009092,24,0,1,1,D,218,D,22,D,,A,,A,,A,,A,,A,,A,96,D,,A
20191,04009392,62,0,1,1,D,99,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20191,04009582,39,0,1,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20191,04009582,40,0,1,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20191,04014402,20,0,1,1,D,134,D,,A,7,D,,A,,A,,A,,A,,A,,A,13,D
20191,04014732,44,0,1,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20191,04015362,43,0,1,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04027952,17,0,1,21,D,1155,D,,A,,A,,A,,A,,A,,A,,A,,A,250,D
20191,04034602,33,0,1,2,D,600,D,50,D,,A,200,D,,A,,A,,A,,A,350,D,,A
20191,04035983,14,0,1,10,D,600,D,,A,,A,,A,,A,,A,,A,,A,300,D,,A
20191,04037022,21,0,1,2,D,185,G,53,G,,A,66,G,1,D,1,D,1,D,2,D,146,G,,A
20191,04038252,95,0,1,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04038452,15,0,1,10,D,,A,,A,,A,,A,,A,,A,,A,,A,2500,D,,A
20191,04038612,61,0,1,2,D,484,G,50,D,,A,216,G,2,D,1,D,1,D,1,D,100,D,,A
20191,04041432,29,0,1,5,D,780,G,,A,,A,,A,2,D,1,D,2,D,2,D,250,D,80,D
20191,04041432,30,0,1,4,D,840,G,,A,,A,52,D,2,D,1,D,2,D,2,D,130,D,75,D
20191,04044902,6,0,1,2,D,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A
20191,04045762,30,0,1,1,D,230,D,10,D,,A,,A,,A,,A,,A,,A,15,D,,A
20191,04047362,28,0,1,1,D,40,G,4,G,,A,18,G,1,D,1,D,1,D,2,D,13,G,,A
20191,04048722,31,0,1,3,D,580,G,25,D,,A,,A,2,D,1,D,2,D,1,D,125,D,,A
20191,04069811,18,0,1,1,D,,A,,A,,A,150,D,,A,,A,,A,,A,20,D,,A
20191,04073031,40,0,1,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20191,04073191,72,0,1,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20191,04073491,21,0,1,4,D,1526,G,195,G,,A,665,G,1,D,1,D,1,D,2,D,614,G,,A
20191,04073561,12,0,1,7,D,,A,25,F,,A,,A,,A,,A,,A,,A,75,F,,A
20191,04076851,19,0,1,2,D,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D
20191,04078091,18,0,1,2,D,280,D,,A,,A,,A,,A,,A,,A,,A,60,D,,A
20191,04078781,14,0,1,7,D,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A
20191,04078841,21,0,1,3,D,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20191,04079051,20,0,1,2,D,70,D,150,D,,A,,A,,A,,A,,A,,A,50,D,,A
20191,04079141,43,0,1,1,D,82,D,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20191,04079141,44,0,1,1,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04079581,32,0,1,10,D,2000,D,200,D,,A,,A,,A,,A,,A,,A,300,D,,A
20191,04091551,12,0,1,1,D,100,D,,A,,A,200,D,,A,,A,,A,,A,15,D,10,D
20191,04091981,32,0,1,2,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04092401,31,0,1,1,D,130,D,10,D,,A,,A,,A,,A,,A,,A,90,D,,A
20191,04092551,45,0,1,4,D,616,D,,A,,A,,A,,A,,A,,A,,A,,A,120,D
20191,04092801,18,0,1,1,D,134,D,,A,,A,,A,,A,,A,,A,,A,140,D,,A
20191,04092901,36,0,1,1,D,180,D,25,D,,A,,A,,A,,A,,A,,A,75,D,,A
20191,04093761,18,0,1,1,D,250,D,20,D,,A,,A,,A,,A,,A,,A,0,D,,A
20191,04093871,23,0,1,3,D,220,D,5,D,,A,,A,,A,,A,,A,,A,35,D,,A
20191,04094171,23,0,1,1,D,299,F,,A,,A,300,D,,A,,A,,A,,A,,A,,A
20191,04095634,28,0,1,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20191,04096431,17,0,1,7,D,,A,50,D,,A,,A,,A,,A,,A,,A,150,D,,A
20191,04097653,17,0,1,7,D,1000,D,150,F,,A,,A,,A,,A,,A,,A,50,F,,A
20191,04098963,15,0,1,6,D,540,D,47,F,12,D,,A,,A,,A,,A,,A,296,F,108,D
20191,04100721,20,0,1,10,D,,A,271,D,100,D,77,D,,A,,A,,A,,A,1729,D,120,D
20191,04100831,51,0,1,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20191,04101361,22,0,1,1,D,150,D,47,G,3,G,60,D,,A,,A,,A,,A,296,G,514,G
20191,04101494,10,0,1,1,D,,A,,A,,A,,A,1,D,1,D,1,D,2,D,30,D,,A
20191,04102481,20,0,1,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,130,D,,A
20191,04103134,21,0,1,2,D,132,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20191,04103531,26,0,1,3,D,300,D,,A,,A,,A,,A,,A,,A,,A,50,D,10,D
20191,04105421,43,0,1,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,04107131,14,0,1,7,D,800,D,,A,,A,,A,,A,,A,,A,,A,50,D,50,D
20191,04109771,21,0,1,1,D,148,G,22,G,,A,,A,1,D,1,D,2,D,2,D,55,G,,A
20191,04110171,33,0,1,1,D,150,D,30,D,,A,,A,,A,,A,,A,,A,70,D,,A
20191,04110861,19,0,1,8,D,1400,D,25,D,,A,,A,,A,,A,,A,,A,45,D,,A
