QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPREGY,VOPREGY_,VOPMO_C,VOPMO_C_,VOPREGX,VOPREGX_,VOPRGY1,VOPRGY1_,VOPRGY2,VOPRGY2_,VOPRGY3,VOPRGY3_,VOPRGY4,VOPRGY4_
20183,03985781,30,0,1,400,D,08,D,50,D,,A,,A,,A,,A
20183,03985841,18,0,1,420,D,07,D,45,D,,A,,A,,A,,A
20183,03985981,30,0,1,400,D,07,D,26,D,,A,,A,,A,,A
20183,03986081,46,0,1,420,D,08,D,211,D,,A,,A,,A,,A
20183,03986121,27,0,1,405,D,07,D,208,D,,A,,A,,A,,A
20183,03986141,31,0,1,420,D,07,D,450,D,,A,,A,,A,,A
20183,03986271,34,0,1,400,D,08,D,26,D,,A,,A,,A,,A
20183,03986581,11,0,1,420,D,08,D,40,F,,A,,A,,A,,A
20183,03986721,25,0,1,405,D,07,D,245,D,,A,,A,,A,,A
20183,03986871,19,0,1,410,D,07,D,16,D,,A,,A,,A,,A
20183,03986871,20,0,1,420,D,07,D,400,D,,A,,A,,A,,A
20183,03987121,43,0,1,420,D,07,D,168,D,,A,,A,,A,,A
20183,03987161,51,0,1,420,D,06,D,806,D,,A,,A,,A,,A
20183,03987171,37,0,1,400,D,07,D,25,D,,A,,A,,A,,A
20183,03987171,38,0,1,420,D,07,D,116,D,,A,,A,,A,,A
20183,03987183,21,0,1,400,D,08,D,35,D,,A,,A,,A,,A
20183,03987183,22,0,1,410,D,08,D,7,D,,A,,A,,A,,A
20183,03987183,23,0,1,420,D,08,D,71,D,,A,,A,,A,,A
20183,03987201,23,0,1,400,D,07,D,40,D,,A,,A,,A,,A
20183,03987351,31,0,1,400,D,08,D,50,D,,A,,A,,A,,A
20183,03987351,32,0,1,410,D,08,D,35,D,,A,,A,,A,,A
20183,03987383,15,0,1,400,D,07,D,25,D,,A,,A,,A,,A
20183,03987401,24,0,1,420,D,08,D,72,D,,A,,A,,A,,A
20183,03987503,11,0,1,400,D,08,D,50,D,,A,,A,,A,,A
20183,03987661,20,0,1,430,D,06,D,,H,410,D,400,D,,A,,A
20183,03987661,20,1,1,400,D,06,D,100,E,,A,,A,,A,,A
20183,03987681,41,0,1,420,D,07,D,110,D,,A,,A,,A,,A
20183,03988051,66,0,1,400,D,07,D,30,D,,A,,A,,A,,A
20183,03988171,32,0,1,400,D,08,D,36,D,,A,,A,,A,,A
20183,03988241,30,0,1,420,D,07,D,42,D,,A,,A,,A,,A
20183,03988241,31,0,1,420,D,08,D,42,D,,A,,A,,A,,A
20183,03988311,14,0,1,400,D,06,D,25,F,,A,,A,,A,,A
20183,03988311,15,0,1,420,D,06,D,100,D,,A,,A,,A,,A
20183,03988321,31,0,1,410,D,07,D,35,D,,A,,A,,A,,A
20183,03988321,32,0,1,420,D,07,D,75,D,,A,,A,,A,,A
20183,03988341,29,0,1,420,D,06,D,28,D,,A,,A,,A,,A
20183,03988421,75,0,1,400,D,08,D,24,D,,A,,A,,A,,A
20183,03988471,26,0,1,405,D,07,D,305,D,,A,,A,,A,,A
20183,03988471,27,0,1,405,D,08,D,200,D,,A,,A,,A,,A
20183,03988491,39,0,1,410,D,08,D,35,D,,A,,A,,A,,A
20183,03988511,18,0,1,400,D,08,D,70,D,,A,,A,,A,,A
20183,03988511,19,0,1,420,D,07,D,120,D,,A,,A,,A,,A
20183,03988641,23,0,1,405,D,07,D,17,D,,A,,A,,A,,A
20183,03988931,26,0,1,405,D,07,D,150,D,,A,,A,,A,,A
20183,03988981,59,0,1,430,D,06,D,,H,415,D,410,D,,A,,A
20183,03988981,59,1,1,420,D,06,D,70,E,,A,,A,,A,,A
20183,03988981,59,2,1,410,D,06,D,23,E,,A,,A,,A,,A
20183,03989031,33,0,1,420,D,08,D,95,D,,A,,A,,A,,A
20183,03989071,53,0,1,400,D,07,D,25,D,,A,,A,,A,,A
20183,03989091,26,0,1,420,D,08,D,140,D,,A,,A,,A,,A
20183,03989111,28,0,1,420,D,07,D,200,D,,A,,A,,A,,A
20183,03989111,29,0,1,400,D,08,D,25,F,,A,,A,,A,,A
20183,03989161,74,0,1,420,D,07,D,128,D,,A,,A,,A,,A
20183,03989191,17,0,1,400,D,07,D,25,D,,A,,A,,A,,A
20183,03989221,23,0,1,420,D,08,D,55,D,,A,,A,,A,,A
20183,03989311,17,0,1,420,D,07,D,74,D,,A,,A,,A,,A
20183,03989341,20,0,1,400,D,06,D,37,D,,A,,A,,A,,A
20183,03989351,28,0,1,420,D,07,D,75,D,,A,,A,,A,,A
20183,03989381,55,0,1,410,D,07,D,40,D,,A,,A,,A,,A
20183,03989381,56,0,1,420,D,07,D,125,D,,A,,A,,A,,A
20183,03989471,15,0,1,400,D,06,D,35,D,,A,,A,,A,,A
20183,03989481,20,0,1,420,D,08,D,488,D,,A,,A,,A,,A
20183,03989551,38,0,1,430,D,07,D,,H,425,D,405,D,415,D,,A
20183,03989551,38,1,1,420,D,07,D,128,E,,A,,A,,A,,A
20183,03989551,38,2,1,405,D,07,D,15,E,,A,,A,,A,,A
20183,03989551,38,3,1,420,D,07,D,182,E,,A,,A,,A,,A
20183,03989651,24,0,1,420,D,08,D,200,D,,A,,A,,A,,A
20183,03989661,18,0,1,410,D,08,D,7,D,,A,,A,,A,,A
20183,03989661,19,0,1,420,D,08,D,74,D,,A,,A,,A,,A
20183,03989731,16,0,1,420,D,06,D,25,D,,A,,A,,A,,A
20183,03989811,22,0,1,410,D,06,D,7,D,,A,,A,,A,,A
20183,03989811,23,0,1,420,D,06,D,72,D,,A,,A,,A,,A
20183,03989871,51,0,1,410,D,06,D,18,D,,A,,A,,A,,A
20183,03989871,52,0,1,420,D,06,D,60,D,,A,,A,,A,,A
20183,03989921,23,0,1,420,D,07,D,45,D,,A,,A,,A,,A
20183,03989921,24,0,1,410,D,08,D,20,D,,A,,A,,A,,A
20183,03989961,26,0,1,420,D,06,D,220,D,,A,,A,,A,,A
20183,03990073,18,0,1,400,D,08,D,20,F,,A,,A,,A,,A
20183,03990073,19,0,1,420,D,08,D,131,F,,A,,A,,A,,A
20183,03990091,21,0,1,410,D,06,D,37,D,,A,,A,,A,,A
20183,03990121,60,0,1,420,D,06,D,140,D,,A,,A,,A,,A
20183,03990121,61,0,1,420,D,07,D,550,D,,A,,A,,A,,A
20183,03990121,62,0,1,420,D,08,D,124,D,,A,,A,,A,,A
20183,03990254,18,0,1,400,D,08,D,40,D,,A,,A,,A,,A
20183,03990304,19,0,1,420,D,07,D,56,D,,A,,A,,A,,A
20183,03990441,30,0,1,400,D,06,D,31,D,,A,,A,,A,,A
20183,03990561,58,0,1,400,D,08,D,24,D,,A,,A,,A,,A
20183,03990561,59,0,1,400,D,07,D,5,D,,A,,A,,A,,A
20183,03990561,60,0,1,400,D,07,D,5,D,,A,,A,,A,,A
20183,03990561,61,0,1,400,D,07,D,5,D,,A,,A,,A,,A
20183,03990561,62,0,1,400,D,08,D,5,D,,A,,A,,A,,A
20183,03990623,9,0,1,410,D,06,D,40,D,,A,,A,,A,,A
20183,03990641,55,0,1,400,D,07,D,24,D,,A,,A,,A,,A
20183,03990641,56,0,1,420,D,07,D,67,D,,A,,A,,A,,A
20183,03990811,25,0,1,420,D,06,D,40,D,,A,,A,,A,,A
20183,03990811,26,0,1,405,D,06,D,500,D,,A,,A,,A,,A
20183,03990841,28,0,1,420,D,07,D,250,D,,A,,A,,A,,A
20183,03990841,29,0,1,420,D,08,D,250,D,,A,,A,,A,,A
20183,03990961,21,0,1,420,D,06,D,140,D,,A,,A,,A,,A
20183,03991211,76,0,1,400,D,06,D,40,D,,A,,A,,A,,A
20183,03991331,38,0,1,420,D,07,D,130,D,,A,,A,,A,,A
20183,03991351,26,0,1,420,D,06,D,100,D,,A,,A,,A,,A
20183,03991371,31,0,1,420,D,08,D,140,D,,A,,A,,A,,A
20183,03991371,32,0,1,420,D,08,D,140,D,,A,,A,,A,,A
20183,03991391,46,0,1,420,D,06,D,160,D,,A,,A,,A,,A
20183,03991581,29,0,1,420,D,08,D,376,D,,A,,A,,A,,A
20183,03991691,25,0,1,420,D,06,D,110,D,,A,,A,,A,,A
20183,03991911,26,0,1,430,D,08,D,,H,415,D,410,D,,A,,A
20183,03991911,26,1,1,420,D,08,D,107,E,,A,,A,,A,,A
20183,03991911,26,2,1,410,D,08,D,33,E,,A,,A,,A,,A
20183,03991941,19,0,1,420,D,07,D,37,D,,A,,A,,A,,A
20183,03992091,41,0,1,420,D,07,D,79,D,,A,,A,,A,,A
20183,03992271,26,0,1,420,D,07,D,180,D,,A,,A,,A,,A
20183,03992271,27,0,1,400,D,06,D,35,D,,A,,A,,A,,A
20183,03992281,20,0,1,400,D,07,D,80,D,,A,,A,,A,,A
20183,03992321,57,0,1,410,D,06,D,50,D,,A,,A,,A,,A
20183,03992321,58,0,1,410,D,07,D,16,D,,A,,A,,A,,A
20183,03992321,59,0,1,410,D,07,D,16,D,,A,,A,,A,,A
20183,03992321,60,0,1,420,D,06,D,85,D,,A,,A,,A,,A
20183,03992321,61,0,1,420,D,07,D,85,D,,A,,A,,A,,A
20183,03992321,62,0,1,420,D,07,D,85,D,,A,,A,,A,,A
20183,03992341,80,0,1,420,D,07,D,106,D,,A,,A,,A,,A
20183,03992341,81,0,1,420,D,06,D,200,D,,A,,A,,A,,A
20183,03992341,82,0,1,420,D,08,D,200,D,,A,,A,,A,,A
20183,03992411,62,0,1,410,D,07,D,10,D,,A,,A,,A,,A
20183,03992501,35,0,1,420,D,08,D,176,D,,A,,A,,A,,A
20183,03992651,43,0,1,420,D,06,D,135,D,,A,,A,,A,,A
20183,03992651,44,0,1,405,D,06,D,800,D,,A,,A,,A,,A
20183,03992811,24,0,1,420,D,08,D,100,D,,A,,A,,A,,A
20183,03992821,14,0,1,420,D,08,D,101,D,,A,,A,,A,,A
20183,03992871,42,0,1,410,D,08,D,35,D,,A,,A,,A,,A
20183,03992871,43,0,1,420,D,08,D,60,D,,A,,A,,A,,A
20183,03992911,47,0,1,405,D,06,D,190,D,,A,,A,,A,,A
20183,03992931,44,0,1,405,D,07,D,180,D,,A,,A,,A,,A
20183,03993071,38,0,1,420,D,07,D,350,F,,A,,A,,A,,A
20183,03993101,15,0,1,400,D,07,D,35,D,,A,,A,,A,,A
20183,03993111,27,0,1,410,D,06,D,70,D,,A,,A,,A,,A
20183,03993111,28,0,1,420,D,06,D,150,D,,A,,A,,A,,A
20183,03993131,31,0,1,420,D,07,D,34,D,,A,,A,,A,,A
20183,03993171,55,0,1,420,D,07,D,119,D,,A,,A,,A,,A
20183,03993191,49,0,1,420,D,08,D,318,D,,A,,A,,A,,A
20183,03993211,40,0,1,410,D,06,D,35,D,,A,,A,,A,,A
20183,03993211,41,0,1,400,D,06,D,50,D,,A,,A,,A,,A
20183,03993211,42,0,1,420,D,06,D,120,D,,A,,A,,A,,A
20183,03993321,33,0,1,420,D,06,D,108,D,,A,,A,,A,,A
20183,03993431,29,0,1,420,D,06,D,550,D,,A,,A,,A,,A
20183,03993441,14,0,1,420,D,06,D,50,D,,A,,A,,A,,A
20183,03993481,24,0,1,400,D,07,D,20,D,,A,,A,,A,,A
20183,03993481,25,0,1,405,D,07,D,170,D,,A,,A,,A,,A
20183,03993601,46,0,1,420,D,06,D,350,D,,A,,A,,A,,A
20183,03993611,16,0,1,420,D,07,D,122,D,,A,,A,,A,,A
20183,03993621,17,0,1,410,D,08,D,21,D,,A,,A,,A,,A
20183,03993621,18,0,1,420,D,08,D,210,D,,A,,A,,A,,A
20183,03993641,28,0,1,420,D,07,D,221,D,,A,,A,,A,,A
20183,03993651,22,0,1,400,D,06,D,45,D,,A,,A,,A,,A
20183,03993701,16,0,1,420,D,07,D,178,D,,A,,A,,A,,A
20183,03993801,37,0,1,420,D,06,D,471,D,,A,,A,,A,,A
20183,03993821,43,0,1,400,D,06,D,42,D,,A,,A,,A,,A
20183,03993821,44,0,1,420,D,06,D,23,D,,A,,A,,A,,A
20183,03993831,16,0,1,420,D,06,D,96,F,,A,,A,,A,,A
20183,03993881,46,0,1,430,D,06,D,,H,415,D,405,D,,A,,A
20183,03993881,46,1,1,420,D,06,D,47,E,,A,,A,,A,,A
20183,03993881,46,2,1,405,D,06,D,333,E,,A,,A,,A,,A
20183,03993961,44,0,1,420,D,08,D,70,D,,A,,A,,A,,A
20183,03993961,45,0,1,405,D,08,D,730,D,,A,,A,,A,,A
20183,03993994,19,0,1,420,D,08,D,150,D,,A,,A,,A,,A
20183,03994011,53,0,1,405,D,07,D,800,D,,A,,A,,A,,A
20183,03994111,94,0,1,410,D,08,D,70,D,,A,,A,,A,,A
20183,03994184,14,0,1,420,D,08,D,1300,D,,A,,A,,A,,A
20183,03994231,75,0,1,420,D,06,D,252,D,,A,,A,,A,,A
20183,03994231,76,0,1,410,D,06,D,85,D,,A,,A,,A,,A
20183,03994281,27,0,1,410,D,07,D,16,D,,A,,A,,A,,A
20183,03994281,28,0,1,405,D,06,D,90,D,,A,,A,,A,,A
20183,03994381,18,0,1,420,D,07,D,90,D,,A,,A,,A,,A
20183,03994461,15,0,1,400,D,07,D,10,D,,A,,A,,A,,A
20183,03994572,22,0,1,420,D,07,D,78,D,,A,,A,,A,,A
20183,03994711,21,0,1,420,D,07,D,84,D,,A,,A,,A,,A
20183,03994711,22,0,1,400,D,08,D,29,D,,A,,A,,A,,A
20183,03994881,22,0,1,430,D,07,D,,H,415,D,400,D,,A,,A
20183,03994881,22,1,1,420,D,07,D,134,E,,A,,A,,A,,A
20183,03994881,22,2,1,400,D,07,D,46,E,,A,,A,,A,,A
20183,03995041,76,0,1,410,D,08,D,18,D,,A,,A,,A,,A
20183,03995041,77,0,1,420,D,08,D,64,D,,A,,A,,A,,A
20183,03995041,78,0,1,420,D,06,D,21,D,,A,,A,,A,,A
20183,03995061,32,0,1,410,D,08,D,12,D,,A,,A,,A,,A
20183,03995231,43,0,1,405,D,06,D,280,D,,A,,A,,A,,A
20183,03995371,40,0,1,430,D,06,D,,H,415,D,410,D,,A,,A
20183,03995371,40,1,1,420,D,06,D,72,E,,A,,A,,A,,A
20183,03995371,40,2,1,410,D,06,D,24,E,,A,,A,,A,,A
20183,03995461,17,0,1,400,D,08,D,38,D,,A,,A,,A,,A
20183,03995471,65,0,1,410,D,08,D,148,D,,A,,A,,A,,A
20183,03995531,50,0,1,405,D,07,D,900,D,,A,,A,,A,,A
20183,03995621,31,0,1,400,D,07,D,45,D,,A,,A,,A,,A
20183,03995681,17,0,1,420,D,07,D,300,D,,A,,A,,A,,A
20183,03995741,35,0,1,405,D,07,D,665,D,,A,,A,,A,,A
20183,03995841,22,0,1,410,D,08,D,42,D,,A,,A,,A,,A
20183,03995861,21,0,1,400,D,07,D,30,D,,A,,A,,A,,A
20183,03995901,40,0,1,420,D,08,D,180,D,,A,,A,,A,,A
20183,03995951,47,0,1,400,D,06,D,80,D,,A,,A,,A,,A
20183,03995951,48,0,1,410,D,06,D,74,D,,A,,A,,A,,A
20183,03996001,25,0,1,410,D,06,D,25,D,,A,,A,,A,,A
20183,03996021,33,0,1,420,D,06,D,30,D,,A,,A,,A,,A
20183,03996171,31,0,1,430,D,07,D,,H,405,D,415,D,,A,,A
20183,03996171,31,1,1,405,D,07,D,164,E,,A,,A,,A,,A
20183,03996171,31,2,1,420,D,07,D,1936,E,,A,,A,,A,,A
20183,03996211,26,0,1,420,D,08,D,85,D,,A,,A,,A,,A
20183,03996291,16,0,1,420,D,06,D,55,D,,A,,A,,A,,A
20183,03996321,19,0,1,410,D,08,D,80,D,,A,,A,,A,,A
20184,03818554,23,0,1,420,D,07,D,80,F,,A,,A,,A,,A
20184,03818604,28,0,1,430,D,09,D,,H,405,D,415,D,,A,,A
20184,03818604,28,1,1,405,D,09,D,35,E,,A,,A,,A,,A
20184,03818604,28,2,1,420,D,09,D,95,E,,A,,A,,A,,A
20184,03818624,57,0,1,400,D,09,D,30,D,,A,,A,,A,,A
20184,03818624,58,0,1,410,D,09,D,16,D,,A,,A,,A,,A
20184,03818624,59,0,1,420,D,09,D,40,D,,A,,A,,A,,A
20184,03818634,42,0,1,400,D,08,D,40,D,,A,,A,,A,,A
20184,03818674,32,0,1,420,D,08,D,141,D,,A,,A,,A,,A
20184,03818744,32,0,1,430,D,09,D,,H,400,D,405,D,,A,,A
20184,03818744,32,1,1,400,D,09,D,33,E,,A,,A,,A,,A
20184,03818744,32,2,1,405,D,09,D,117,E,,A,,A,,A,,A
20184,03818744,33,0,1,430,D,09,D,,H,405,D,410,D,,A,,A
20184,03818744,33,1,1,405,D,09,D,22,E,,A,,A,,A,,A
20184,03818744,33,2,1,410,D,09,D,8,E,,A,,A,,A,,A
20184,03818864,36,0,1,410,D,07,D,30,D,,A,,A,,A,,A
20184,03818884,43,0,1,420,D,09,D,211,D,,A,,A,,A,,A
20184,03819214,27,0,1,410,D,09,D,30,D,,A,,A,,A,,A
20184,03819214,28,0,1,410,D,08,D,30,D,,A,,A,,A,,A
20184,03819224,30,0,1,420,D,08,D,125,D,,A,,A,,A,,A
20184,03819354,52,0,1,410,D,08,D,95,D,,A,,A,,A,,A
20184,03819354,53,0,1,420,D,08,D,230,D,,A,,A,,A,,A
20184,03819434,21,0,1,430,D,09,D,,H,415,D,410,D,,A,,A
20184,03819434,21,1,1,420,D,09,D,84,E,,A,,A,,A,,A
20184,03819434,21,2,1,410,D,09,D,26,E,,A,,A,,A,,A
20184,03819444,68,0,1,400,D,08,D,33,D,,A,,A,,A,,A
20184,03819444,69,0,1,420,D,07,D,340,D,,A,,A,,A,,A
20184,03819444,70,0,1,420,D,07,D,298,D,,A,,A,,A,,A
20184,03819504,66,0,1,420,D,07,D,825,D,,A,,A,,A,,A
20184,03819654,26,0,1,410,D,08,D,35,D,,A,,A,,A,,A
20184,03819654,27,0,1,420,D,08,D,300,D,,A,,A,,A,,A
20184,03819954,106,0,1,405,D,09,D,1300,D,,A,,A,,A,,A
20184,03819954,107,0,1,410,D,08,D,50,D,,A,,A,,A,,A
20184,03819954,108,0,1,420,D,07,D,100,D,,A,,A,,A,,A
20184,03819954,109,0,1,420,D,09,D,200,D,,A,,A,,A,,A
20184,03820174,51,0,1,420,D,08,D,225,D,,A,,A,,A,,A
20184,03820254,44,0,1,405,D,09,D,54,D,,A,,A,,A,,A
20184,03820254,45,0,1,405,D,09,D,246,D,,A,,A,,A,,A
20184,03820314,51,0,1,430,D,09,D,,H,425,D,405,D,415,D,,A
20184,03820314,51,1,1,420,D,09,D,35,E,,A,,A,,A,,A
20184,03820314,51,2,1,405,D,09,D,40,E,,A,,A,,A,,A
20184,03820314,51,3,1,420,D,09,D,67,E,,A,,A,,A,,A
20184,03820364,40,0,1,410,D,07,D,20,D,,A,,A,,A,,A
20184,03820364,41,0,1,420,D,07,D,148,D,,A,,A,,A,,A
20184,03820524,48,0,1,420,D,09,D,100,D,,A,,A,,A,,A
20184,03820524,49,0,1,405,D,07,D,209,D,,A,,A,,A,,A
20184,03820624,37,0,1,400,D,08,D,50,D,,A,,A,,A,,A
20184,03820624,38,0,1,420,D,08,D,200,D,,A,,A,,A,,A
20184,03820814,20,0,1,420,D,09,D,246,D,,A,,A,,A,,A
20184,03820834,48,0,1,420,D,08,D,172,D,,A,,A,,A,,A
20184,03820834,49,0,1,420,D,07,D,195,D,,A,,A,,A,,A
20184,03820964,75,0,1,410,D,07,D,28,D,,A,,A,,A,,A
20184,03820964,76,0,1,410,D,08,D,28,D,,A,,A,,A,,A
20184,03820964,77,0,1,405,D,09,D,480,D,,A,,A,,A,,A
20184,03820984,19,0,1,420,D,09,D,244,D,,A,,A,,A,,A
20184,03821064,35,0,1,420,D,08,D,212,D,,A,,A,,A,,A
20184,03821064,36,0,1,410,D,08,D,40,D,,A,,A,,A,,A
20184,03821094,33,0,2,410,D,07,D,7,D,,A,,A,,A,,A
20184,03821094,34,0,2,430,D,07,D,,H,425,D,405,D,415,D,,A
20184,03821094,34,1,2,420,D,07,D,11,E,,A,,A,,A,,A
20184,03821094,34,2,2,405,D,07,D,186,E,,A,,A,,A,,A
20184,03821094,34,3,2,420,D,07,D,10,E,,A,,A,,A,,A
20184,03821104,21,0,1,420,D,09,D,74,D,,A,,A,,A,,A
20184,03821104,22,0,2,410,D,07,D,65,D,,A,,A,,A,,A
20184,03821114,30,0,1,405,D,07,D,16,D,,A,,A,,A,,A
20184,03821144,39,0,1,400,D,09,D,25,D,,A,,A,,A,,A
20184,03821194,27,0,1,420,D,09,D,320,D,,A,,A,,A,,A
20184,03821194,28,0,1,410,D,08,D,20,D,,A,,A,,A,,A
20184,03821474,29,0,1,400,D,08,D,65,D,,A,,A,,A,,A
20184,03821584,46,0,1,420,D,09,D,70,D,,A,,A,,A,,A
20184,03821684,53,0,1,420,D,07,D,260,F,,A,,A,,A,,A
20184,03821724,34,0,1,405,D,07,D,160,D,,A,,A,,A,,A
20184,03821744,37,0,1,420,D,09,D,132,D,,A,,A,,A,,A
20184,03821754,34,0,1,405,D,07,D,750,D,,A,,A,,A,,A
20184,03821814,56,0,1,400,D,08,D,63,D,,A,,A,,A,,A
20184,03822084,75,0,1,410,D,09,D,50,D,,A,,A,,A,,A
20184,03822364,79,0,1,420,D,08,D,65,F,,A,,A,,A,,A
20184,03822394,29,0,1,420,D,07,D,85,D,,A,,A,,A,,A
20184,03822394,30,0,1,410,D,07,D,12,D,,A,,A,,A,,A
20184,03822484,25,0,1,410,D,09,D,17,D,,A,,A,,A,,A
20184,03822724,13,0,1,410,D,09,D,31,D,,A,,A,,A,,A
20184,03822734,38,0,1,420,D,09,D,285,D,,A,,A,,A,,A
20184,03822844,36,0,1,420,D,07,D,220,D,,A,,A,,A,,A
20184,03822864,40,0,1,420,D,08,D,120,D,,A,,A,,A,,A
20184,03822874,37,0,1,405,D,09,D,455,D,,A,,A,,A,,A
20184,03822994,52,0,1,405,D,07,D,153,D,,A,,A,,A,,A
20184,03823024,47,0,1,400,D,08,D,160,D,,A,,A,,A,,A
20184,03823034,28,0,1,420,D,09,D,55,D,,A,,A,,A,,A
20184,03823054,35,0,1,410,D,07,D,7,D,,A,,A,,A,,A
20184,03823054,36,0,1,420,D,07,D,53,F,,A,,A,,A,,A
20184,03823084,34,0,1,405,D,09,D,750,D,,A,,A,,A,,A
20184,03823084,35,0,2,405,D,07,D,183,D,,A,,A,,A,,A
20184,03823194,41,0,1,420,D,08,D,230,D,,A,,A,,A,,A
20184,03823244,51,0,1,420,D,09,D,800,D,,A,,A,,A,,A
20184,03823304,31,0,1,420,D,09,D,188,D,,A,,A,,A,,A
20184,03823304,32,0,1,420,D,08,D,112,D,,A,,A,,A,,A
20184,03823344,43,0,1,420,D,07,D,155,D,,A,,A,,A,,A
20184,03823384,30,0,1,410,D,09,D,26,D,,A,,A,,A,,A
20184,03823384,31,0,1,420,D,09,D,175,D,,A,,A,,A,,A
20184,03823424,46,0,1,420,D,09,D,130,D,,A,,A,,A,,A
20184,03823434,33,0,1,430,D,08,D,,H,415,D,425,D,410,D,,A
20184,03823434,33,1,1,420,D,08,D,162,E,,A,,A,,A,,A
20184,03823434,33,2,1,420,D,08,D,86,E,,A,,A,,A,,A
20184,03823434,33,3,1,410,D,08,D,32,E,,A,,A,,A,,A
20184,03823474,81,0,1,420,D,08,D,120,D,,A,,A,,A,,A
20184,03823474,82,0,1,420,D,08,D,120,D,,A,,A,,A,,A
20184,03823524,33,0,1,400,D,08,D,69,D,,A,,A,,A,,A
20184,03823524,34,0,1,420,D,08,D,82,D,,A,,A,,A,,A
20184,03823614,50,0,1,420,D,07,D,138,D,,A,,A,,A,,A
20184,03823694,39,0,1,410,D,08,D,30,D,,A,,A,,A,,A
20184,03823694,40,0,1,430,D,08,D,,H,405,D,415,D,,A,,A
20184,03823694,40,1,1,405,D,08,D,118,E,,A,,A,,A,,A
20184,03823694,40,2,1,420,D,08,D,205,E,,A,,A,,A,,A
20184,03823724,36,0,1,420,D,08,D,370,D,,A,,A,,A,,A
20184,03823814,49,0,1,410,D,08,D,16,D,,A,,A,,A,,A
20184,03823814,50,0,1,405,D,08,D,53,D,,A,,A,,A,,A
20184,03823854,56,0,1,400,D,09,D,27,D,,A,,A,,A,,A
20184,03823864,24,0,1,410,D,08,D,40,D,,A,,A,,A,,A
20184,03823864,25,0,1,420,D,09,D,150,D,,A,,A,,A,,A
20184,03823974,42,0,1,405,D,07,D,500,D,,A,,A,,A,,A
20184,03823984,31,0,1,410,D,07,D,30,D,,A,,A,,A,,A
20184,03824074,43,0,1,400,D,09,D,46,D,,A,,A,,A,,A
20184,03824134,35,0,1,410,D,07,D,78,D,,A,,A,,A,,A
20184,03824134,36,0,1,400,D,07,D,25,D,,A,,A,,A,,A
20184,03824264,39,0,1,420,D,08,D,260,D,,A,,A,,A,,A
20184,03824444,58,0,1,420,D,08,D,84,D,,A,,A,,A,,A
20184,03824544,55,0,1,420,D,09,D,101,D,,A,,A,,A,,A
20184,03824794,60,0,1,420,D,09,D,35,D,,A,,A,,A,,A
20184,03824914,38,0,1,420,D,08,D,72,D,,A,,A,,A,,A
20184,03824944,26,0,1,430,D,07,D,,H,415,D,405,D,,A,,A
20184,03824944,26,1,1,420,D,07,D,95,E,,A,,A,,A,,A
20184,03824944,26,2,1,405,D,07,D,205,E,,A,,A,,A,,A
20184,03824964,14,0,1,420,D,09,D,100,D,,A,,A,,A,,A
20184,03825074,84,0,1,410,D,08,D,35,D,,A,,A,,A,,A
20184,03825094,35,0,1,420,D,07,D,54,D,,A,,A,,A,,A
20184,03825114,32,0,1,400,D,08,D,35,D,,A,,A,,A,,A
20184,03825224,55,0,1,410,D,09,D,7,D,,A,,A,,A,,A
20184,03825224,56,0,1,420,D,09,D,74,D,,A,,A,,A,,A
20184,03825344,68,0,1,410,D,07,D,21,D,,A,,A,,A,,A
20184,03825484,51,0,2,410,D,07,D,14,D,,A,,A,,A,,A
20184,03825554,42,0,1,420,D,08,D,80,D,,A,,A,,A,,A
20184,03825654,53,0,1,410,D,08,D,15,D,,A,,A,,A,,A
20184,03825654,54,0,1,420,D,08,D,89,D,,A,,A,,A,,A
20184,03825944,60,0,1,420,D,08,D,600,D,,A,,A,,A,,A
20184,03825944,61,0,1,420,D,07,D,250,D,,A,,A,,A,,A
20184,03825974,41,0,2,400,D,07,D,54,D,,A,,A,,A,,A
20184,03826094,26,0,1,420,D,08,D,134,D,,A,,A,,A,,A
20184,03826184,24,0,1,410,D,07,D,60,D,,A,,A,,A,,A
20184,03826184,25,0,1,420,D,07,D,190,D,,A,,A,,A,,A
20184,03826314,40,0,1,420,D,07,D,75,D,,A,,A,,A,,A
20184,03826354,43,0,1,420,D,07,D,188,D,,A,,A,,A,,A
20184,03826354,44,0,2,420,D,07,D,188,D,,A,,A,,A,,A
20184,03826474,26,0,1,420,D,09,D,84,D,,A,,A,,A,,A
20184,03826524,19,0,2,420,D,07,D,50,D,,A,,A,,A,,A
20184,03826674,39,0,1,400,D,09,D,25,D,,A,,A,,A,,A
20184,03826674,40,0,1,410,D,09,D,100,D,,A,,A,,A,,A
20184,03826744,47,0,1,410,D,09,D,37,D,,A,,A,,A,,A
20184,03826824,44,0,1,410,D,09,D,60,D,,A,,A,,A,,A
20184,03826854,42,0,1,405,D,07,D,440,D,,A,,A,,A,,A
20184,03826974,44,0,1,420,D,07,D,300,D,,A,,A,,A,,A
20184,03827044,47,0,1,420,D,09,D,81,D,,A,,A,,A,,A
20184,03827084,35,0,2,405,D,07,D,1450,D,,A,,A,,A,,A
20184,03827094,35,0,1,420,D,07,D,64,D,,A,,A,,A,,A
20184,03827094,36,0,1,420,D,08,D,320,D,,A,,A,,A,,A
20184,03827154,24,0,1,430,D,09,D,,H,410,D,415,D,,A,,A
