QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,APPRPRYB,APPR_RYB,SRVCMOB,SRVCMOB_,REPAIRX,REPAIRX_,APPRPB1,APPRPB1_,APPRPB2,APPRPB2_,APPRPB3,APPRPB3_,APPRPB4,APPRPB4_,APPRPB5,APPRPB5_,APPRPB6,APPRPB6_,APPRPB7,APPRPB7_,APPRPB8,APPRPB8_,APPRPB9,EQBPURCH,APPRPB9_
20183,03910492,16,0,1,190,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910492,17,0,1,190,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910782,2,0,1,200,D,05,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910782,3,0,1,200,D,06,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910782,4,0,1,200,D,07,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910782,5,0,1,220,D,07,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910892,4,0,1,200,D,06,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910952,5,0,1,130,D,07,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910952,6,0,2,130,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910952,7,0,2,110,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03910952,8,0,2,190,D,05,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03911012,8,0,1,190,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03911162,4,0,1,200,D,06,D,282,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03911192,1,0,2,190,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03911332,4,0,1,200,D,06,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03911332,5,0,1,200,D,07,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03911332,6,0,2,200,D,05,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03911372,5,0,1,110,D,05,D,498,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03911672,9,0,2,200,D,05,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03912192,10,0,1,100,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03912312,2,0,1,190,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03912612,4,0,1,190,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03912632,6,0,1,210,D,07,D,,H,210,D,150,D,,A,,A,,A,,A,,A,,A,,,A
20183,03912632,6,1,1,120,D,07,D,29,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03912632,6,2,1,150,D,07,D,21,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03912632,6,3,1,190,D,07,D,30,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923402,7,0,1,110,D,07,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923402,8,0,1,110,D,08,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923402,9,0,1,190,D,08,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923402,10,0,2,110,D,06,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923502,10,0,1,190,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923502,11,0,1,190,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923502,12,0,1,190,D,08,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923502,13,0,2,190,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923752,3,0,1,200,D,08,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03923762,2,0,2,190,D,06,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03924092,3,0,1,200,D,07,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03924382,12,0,1,140,D,07,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03924382,13,0,1,220,D,06,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03924732,6,0,1,190,D,06,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03924762,21,0,1,220,D,08,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03924762,22,0,1,170,D,07,D,372,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03924802,5,0,1,190,D,08,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03924832,7,0,1,100,D,08,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03924872,4,0,1,190,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03925102,12,0,1,220,D,08,D,237,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03925274,9,0,1,190,D,07,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03925374,14,0,1,220,D,07,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03925412,7,0,1,130,D,06,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03925422,13,0,1,200,D,06,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03925742,2,0,2,110,D,06,D,245,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03925792,5,0,1,190,D,08,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03926392,4,0,1,190,D,07,D,732,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03926452,14,0,1,110,D,08,D,625,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03926452,15,0,1,130,D,08,D,227,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03926452,16,0,1,130,D,08,D,618,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03926462,8,0,1,190,D,06,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03926462,9,0,1,190,D,07,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03926462,10,0,1,190,D,08,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03926532,6,0,1,110,D,08,D,318,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03926932,9,0,1,110,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03927032,3,0,1,190,D,06,D,143,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03927062,4,0,2,130,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03927142,8,0,1,110,D,08,D,415,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03927302,7,0,1,190,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03927302,8,0,1,200,D,07,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03927922,14,0,1,220,D,06,D,217,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03927952,6,0,1,110,D,08,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03927982,8,0,1,190,D,08,D,239,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03928012,3,0,1,190,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03928192,1,0,1,190,D,06,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03928202,9,0,1,190,D,07,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03928332,1,0,1,190,D,08,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03928702,8,0,2,130,D,06,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03928702,9,0,2,190,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03928882,4,0,2,220,D,06,D,856,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03928902,4,0,1,200,D,08,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03928932,5,0,1,130,D,06,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03929272,6,0,1,190,D,08,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03929682,2,0,1,100,D,07,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20183,03929682,3,0,1,110,D,08,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20183,03929722,3,0,1,220,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930112,21,0,1,200,D,07,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930112,22,0,1,200,D,08,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930112,23,0,1,130,D,07,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20183,03930112,24,0,2,200,D,06,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930172,14,0,1,220,D,08,D,3300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930203,19,0,1,110,D,08,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930732,8,0,1,190,D,07,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930822,21,0,1,190,D,06,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930822,22,0,1,190,D,07,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930822,23,0,1,190,D,08,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930852,13,0,1,190,D,06,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930852,14,0,1,190,D,07,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930852,15,0,1,190,D,08,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03930942,23,0,2,170,D,06,D,318,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931012,8,0,1,190,D,07,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931012,9,0,1,190,D,08,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931012,10,0,2,190,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931092,3,0,1,200,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931092,4,0,1,200,D,07,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931092,5,0,1,200,D,08,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931092,6,0,2,200,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931132,4,0,1,200,D,08,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931232,20,0,1,190,D,06,D,226,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931232,21,0,1,190,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931552,8,0,1,200,D,06,D,311,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931782,17,0,1,130,D,06,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931782,18,0,1,190,D,08,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931782,19,0,1,190,D,08,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931782,20,0,1,130,D,06,D,171,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931782,21,0,1,130,D,07,D,126,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931782,22,0,1,130,D,07,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931782,23,0,1,130,D,07,D,113,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03931782,24,0,1,130,D,07,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932072,2,0,1,190,D,07,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932232,5,0,2,130,D,06,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932292,6,0,1,110,D,07,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932342,4,0,1,130,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20183,03932512,4,0,1,190,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932632,6,0,1,190,D,06,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932632,7,0,1,190,D,08,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932682,25,0,2,190,D,06,D,93,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932702,4,0,1,190,D,07,D,117,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932702,5,0,1,190,D,08,D,117,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932702,6,0,2,190,D,06,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932992,8,0,1,110,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932992,9,0,1,110,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03932992,10,0,1,110,D,08,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03933502,24,0,1,200,D,06,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03933502,25,0,1,200,D,07,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03933502,26,0,1,200,D,08,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03933522,6,0,1,200,D,07,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03933522,7,0,1,190,D,06,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03933522,8,0,1,190,D,07,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03933522,9,0,1,190,D,08,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03933522,10,0,2,190,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03944021,5,0,1,190,D,04,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03944481,6,0,1,190,D,05,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03944661,2,0,1,220,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03944901,1,0,1,200,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03944951,7,0,1,110,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945031,8,0,1,200,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945101,4,0,1,200,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945431,7,0,1,190,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945451,4,0,1,190,D,06,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945541,3,0,1,190,D,06,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945541,4,0,1,190,D,06,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945561,5,0,1,170,D,04,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945681,11,0,1,190,D,06,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945781,10,0,1,140,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945881,8,0,1,190,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945951,26,0,1,110,D,04,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03945951,27,0,1,200,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946031,4,0,1,200,D,04,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946071,8,0,1,200,D,05,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946071,9,0,1,200,D,05,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946101,3,0,1,110,D,06,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946101,4,0,1,110,D,06,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946181,12,0,1,200,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946281,13,0,1,190,D,04,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946321,3,0,1,200,D,06,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946341,13,0,1,190,D,04,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946431,3,0,1,200,D,04,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946601,2,0,1,190,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946601,3,0,1,190,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946601,4,0,1,190,D,06,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946611,14,0,1,200,D,06,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946821,10,0,1,190,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03946951,2,0,1,190,D,05,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947021,20,0,1,110,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947021,21,0,1,140,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947021,22,0,1,190,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947081,15,0,1,190,D,06,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947081,16,0,1,170,D,06,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947191,8,0,1,190,D,05,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947223,21,0,1,220,D,04,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947223,22,0,1,220,D,05,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947223,23,0,1,220,D,06,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947231,5,0,1,190,D,05,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947231,6,0,1,190,D,06,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947663,10,0,1,200,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947911,4,0,1,110,D,06,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03947911,5,0,1,110,D,06,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03948461,2,0,1,200,D,06,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03948511,9,0,1,140,D,04,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03948521,4,0,1,220,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03948521,5,0,1,220,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03948521,6,0,1,220,D,06,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949071,9,0,1,190,D,04,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949071,10,0,1,190,D,05,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949071,11,0,1,190,D,06,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949113,12,0,1,220,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949461,21,0,1,120,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949701,13,0,1,190,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949701,14,0,1,130,D,06,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949701,15,0,1,130,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949701,16,0,1,130,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03949701,17,0,1,200,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950101,2,0,1,190,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950101,3,0,1,190,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950101,4,0,1,190,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950201,9,0,1,110,D,06,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950201,10,0,1,190,D,06,D,94,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950201,11,0,1,130,D,06,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950351,7,0,1,110,D,06,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950811,25,0,1,190,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950861,5,0,1,200,D,06,D,880,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950861,6,0,1,220,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03950951,21,0,1,190,D,04,D,321,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951181,8,0,1,210,D,06,D,,H,210,D,200,D,,A,,A,,A,,A,,A,,A,,,A
20183,03951181,8,1,1,190,D,06,D,19,G,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951181,8,2,1,200,D,06,D,22,G,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951401,4,0,1,190,D,06,D,147,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951421,4,0,1,110,D,05,D,96,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951421,5,0,1,190,D,06,D,449,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951571,5,0,1,190,D,04,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951761,8,0,1,190,D,04,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951901,5,0,1,190,D,04,D,2153,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951921,3,0,1,190,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03951951,17,0,1,190,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03952111,5,0,1,190,D,06,D,93,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03952251,6,0,1,200,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03952251,7,0,1,200,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03952251,8,0,1,200,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03952991,5,0,1,190,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953011,8,0,1,190,D,05,D,119,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953711,7,0,1,190,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953731,15,0,1,200,D,05,D,203,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953731,16,0,1,190,D,05,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953731,17,0,1,190,D,06,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953731,18,0,1,130,D,06,D,358,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953731,19,0,1,200,D,06,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953791,5,0,1,200,D,06,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953791,6,0,1,130,D,05,D,159,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953791,7,0,1,190,D,05,D,93,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953911,9,0,1,200,D,06,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03953911,10,0,1,130,D,04,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03954021,4,0,1,110,D,06,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03954151,4,0,1,100,D,06,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03954281,9,0,1,220,D,06,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03964641,5,0,1,130,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03964641,6,0,1,190,D,05,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03964931,4,0,1,110,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03965081,12,0,1,190,D,07,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03965451,12,0,1,190,D,07,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03965501,22,0,1,220,D,07,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03965671,20,0,1,190,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03965671,21,0,1,190,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03965671,22,0,1,190,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03965901,4,0,1,190,D,05,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03965971,10,0,1,190,D,05,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03965971,11,0,1,200,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03966981,10,0,1,190,D,07,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03967011,2,0,1,200,D,06,D,508,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03967111,6,0,1,120,D,07,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03967223,16,0,1,190,D,06,D,219,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03967541,15,0,1,190,D,06,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20183,03967551,9,0,1,110,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
