QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYD,CLOTHYD_,CLSVGFTC,CLSV_FTC,CLOTHMOD,CLOT_MOD,CLSRVCX,CLSRVCX_,CLOTHD1,CLOTHD1_,CLOTHD2,CLOTHD2_,CLOTHD3,CLOTHD3_,CLOTHD4,CLOTHD4_,CLOTHD5,CLOTHD5_,CLOTHD6,CLOTHD6_,CLOTHD7,CLOTHD7_,CLOTHD8,CLOTHD8_,CLOTHD9,CLOTHD9_
20181,03801312,3,0,1,450,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03802222,16,0,1,450,D,1,D,01,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03802242,5,0,1,450,D,1,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03802242,6,0,2,470,D,1,D,12,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03802332,6,0,1,450,D,1,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03803002,7,0,1,450,D,1,D,01,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03803622,14,0,1,460,D,1,D,12,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03803622,15,0,1,470,D,1,D,12,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03803622,16,0,1,490,D,1,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03805402,4,0,1,460,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03805622,6,0,1,450,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03805622,7,0,1,450,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03805652,8,0,1,470,D,1,D,01,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03806782,8,0,1,450,D,1,D,01,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03806812,6,0,1,450,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03806862,6,0,1,470,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03807152,9,0,1,450,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03807232,5,0,1,450,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03818771,2,0,1,470,D,1,D,10,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03818981,7,0,1,460,D,1,D,11,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819271,7,0,1,450,D,1,D,10,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819271,8,0,1,450,D,1,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819361,3,0,1,450,D,1,D,12,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819551,2,0,1,470,D,1,D,11,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819551,3,0,1,470,D,1,D,10,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819601,6,0,1,460,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819951,24,0,1,450,D,1,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03820231,4,0,1,480,D,1,D,11,D,231,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03820741,2,0,1,450,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03820861,9,0,1,480,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03820891,16,0,1,470,D,1,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03821411,8,0,1,470,D,1,D,12,D,144,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823201,5,0,1,450,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823351,5,0,1,470,D,2,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823371,2,0,1,450,D,1,D,12,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823581,21,0,1,470,D,1,D,11,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823581,22,0,1,470,D,1,D,11,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823661,8,0,1,450,D,1,D,10,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823721,8,0,1,450,D,1,D,12,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824181,4,0,1,450,D,2,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824191,7,0,1,450,D,1,D,11,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824261,3,0,1,470,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824451,5,0,1,450,D,1,D,10,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824503,9,0,1,470,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824941,4,0,1,450,D,1,D,11,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825021,13,0,1,460,D,1,D,10,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825141,2,0,1,450,D,1,D,12,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825341,2,0,1,470,D,1,D,12,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825471,4,0,1,470,D,1,D,11,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825901,23,0,1,470,D,1,D,12,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825901,24,0,1,470,D,2,D,12,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03826461,20,0,1,450,D,1,D,12,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03827111,6,0,1,470,D,1,D,11,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03827201,4,0,1,480,D,1,D,12,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03828581,14,0,1,450,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03828861,6,0,1,450,D,1,D,11,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03828921,12,0,1,450,D,1,D,10,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03839951,1,0,1,490,D,1,D,11,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03839951,2,0,1,490,D,1,D,12,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03839951,3,0,1,490,D,1,D,01,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840071,11,0,1,460,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840071,12,0,1,460,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840161,9,0,1,460,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840231,6,0,1,460,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840381,8,0,1,480,D,1,D,01,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840381,9,0,1,450,D,1,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03841111,6,0,1,450,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03841631,15,0,1,450,D,1,D,01,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03841631,16,0,1,450,D,1,D,12,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03842071,23,0,1,470,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03842381,6,0,1,450,D,1,D,12,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03842381,7,0,1,470,D,2,D,12,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03843171,7,0,1,450,D,1,D,01,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03843201,7,0,1,450,D,1,D,11,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03843291,5,0,1,450,D,1,D,11,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03843891,10,0,1,450,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03844411,28,0,1,450,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03844411,29,0,1,460,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03844411,30,0,1,470,D,1,D,11,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03844411,31,0,1,470,D,1,D,01,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03844411,32,0,1,490,D,1,D,12,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03844581,11,0,1,460,D,1,D,11,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03844751,4,0,1,460,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03844751,5,0,1,470,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03845261,9,0,1,470,D,1,D,11,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03845261,10,0,1,480,D,1,D,01,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03845721,10,0,1,450,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03845821,3,0,1,450,D,1,D,12,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03846261,9,0,1,450,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03846751,3,0,1,460,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03847211,5,0,1,450,D,1,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03847741,3,0,1,470,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03847771,4,0,1,500,D,1,D,11,D,,H,500,D,450,D,,A,,A,,A,,A,,A,,A,,A
20181,03847771,4,1,1,450,D,1,D,11,D,6,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03847771,4,2,1,470,D,1,D,11,D,9,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03849221,3,0,1,450,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03849551,4,0,1,450,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03849821,7,0,1,450,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03849881,11,0,1,450,D,1,D,12,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03851104,6,0,1,460,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03851104,7,0,1,490,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03851861,4,0,1,470,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03851951,5,0,1,460,D,1,D,02,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03853721,1,0,1,460,D,1,D,12,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03853841,10,0,1,450,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03853901,8,0,1,450,D,1,D,02,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03854081,3,0,1,470,D,1,D,12,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03854271,6,0,1,460,D,1,D,02,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03854631,6,0,1,450,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03855041,8,0,1,470,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03855071,11,0,1,460,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03856211,10,0,1,450,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03856221,3,0,1,470,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03856231,2,0,1,470,D,1,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03856891,2,0,1,450,D,1,D,12,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03856931,10,0,1,470,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03857091,4,0,1,450,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03857091,5,0,1,450,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03857091,6,0,1,450,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03857181,4,0,1,470,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03857401,3,0,1,470,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03857841,6,0,1,470,D,1,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03858611,8,0,1,450,D,1,D,12,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03859031,3,0,1,450,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03859091,8,0,1,470,D,1,D,12,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03859401,4,0,1,450,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03859611,2,0,1,460,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03859631,7,0,1,450,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03860021,5,0,1,450,D,1,D,02,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03860161,9,0,1,460,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03860241,11,0,1,450,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03692764,3,0,1,450,D,1,D,02,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03692844,9,0,1,460,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03693224,5,0,1,470,D,1,D,01,D,146,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03693594,2,0,1,460,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03694054,5,0,1,450,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03694104,5,0,1,450,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03694104,6,0,1,490,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03694104,7,0,1,490,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03694104,8,0,1,490,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03694214,3,0,1,450,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03694344,2,0,1,450,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03694464,16,0,2,460,D,1,D,01,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03695474,3,0,1,450,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03695724,4,0,1,450,D,1,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03695844,4,0,1,480,D,1,D,03,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03695844,5,0,1,450,D,1,D,03,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03696244,8,0,1,450,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03696244,9,0,2,450,D,1,D,01,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03696624,3,0,1,470,D,1,D,01,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03697524,4,0,1,450,D,1,D,02,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03697704,4,0,1,450,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03698224,3,0,1,470,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03698314,7,0,2,460,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699034,2,0,1,470,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699304,2,0,1,460,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699304,3,0,1,460,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699304,4,0,1,460,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699544,7,0,1,450,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699914,10,0,1,470,D,1,D,01,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701794,4,0,1,470,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702144,6,0,1,470,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713784,13,0,2,450,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714214,7,0,1,450,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714594,2,0,1,460,D,1,D,04,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714744,5,0,1,450,D,1,D,04,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715324,1,0,1,450,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715494,8,0,1,450,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03716964,2,0,1,470,D,1,D,03,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717064,33,0,1,450,D,1,D,02,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718484,7,0,1,470,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718834,2,0,1,460,D,1,D,04,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719214,4,0,1,490,D,1,D,03,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719214,5,0,1,490,D,1,D,04,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719214,6,0,2,490,D,1,D,02,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719694,9,0,1,450,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719954,1,0,1,470,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03720084,8,0,1,480,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03721094,3,0,2,450,D,1,D,02,D,193,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03721424,9,0,1,450,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03721684,3,0,1,450,D,1,D,04,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03721864,5,0,1,470,D,1,D,02,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03722484,20,0,1,450,D,1,D,04,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03722594,7,0,2,450,D,1,D,02,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03723124,4,0,1,450,D,1,D,03,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03723124,5,0,1,450,D,1,D,04,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03723144,15,0,1,470,D,1,D,03,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03723144,16,0,1,470,D,1,D,04,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03734394,1,0,1,480,D,1,D,05,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03734864,4,0,2,480,D,1,D,03,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03735214,6,0,1,450,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03735674,8,0,1,450,D,1,D,04,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03736094,2,0,1,450,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03736674,4,0,1,450,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03736884,3,0,1,470,D,1,D,05,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03738264,4,0,1,480,D,1,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03739254,10,0,1,450,D,1,D,05,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03739254,11,0,1,470,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03739664,5,0,1,450,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03739924,11,0,1,480,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03739984,3,0,2,460,D,2,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03740824,8,0,1,470,D,1,D,04,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03740834,11,0,1,450,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03742024,2,0,1,450,D,1,D,05,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03742264,9,0,1,470,D,1,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03742684,1,0,1,470,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03742944,2,0,1,450,D,1,D,05,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03743874,7,0,1,470,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03744074,5,0,1,470,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03744124,3,0,1,460,D,1,D,04,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03744414,3,0,1,450,D,1,D,04,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03744414,4,0,2,450,D,2,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03744544,3,0,1,450,D,1,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03755583,3,0,1,470,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03756433,1,0,1,460,D,1,D,02,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03756433,2,0,2,470,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03756963,3,0,1,460,D,1,D,03,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03757073,1,0,1,460,D,1,D,03,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03757093,4,0,1,450,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03761233,8,0,1,470,D,1,D,01,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03761383,3,0,1,470,D,1,D,03,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03761803,3,0,1,470,D,2,D,03,D,146,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03763143,7,0,2,480,D,1,D,01,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03763693,2,0,1,450,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03763833,3,0,2,450,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03764413,12,0,1,450,D,1,D,01,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03765153,4,0,1,450,D,1,D,03,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03765543,13,0,1,460,D,1,D,03,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03765613,9,0,1,450,D,1,D,03,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03765633,2,0,1,450,D,1,D,02,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03765813,4,0,1,450,D,1,D,02,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03776873,5,0,1,450,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03777483,1,0,1,460,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03778173,6,0,1,460,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03779293,8,0,1,450,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03779293,9,0,2,450,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03779663,7,0,1,450,D,1,D,04,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03780133,4,0,1,470,D,1,D,04,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03780923,6,0,1,460,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03781423,4,0,1,450,D,1,D,04,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782883,3,0,1,450,D,1,D,03,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782883,4,0,1,470,D,1,D,02,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782963,3,0,1,460,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783253,4,0,1,480,D,1,D,02,D,231,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783253,5,0,1,480,D,1,D,03,D,231,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
